TIME,DIFFERENTIAL_TIME,PACKNUM,LOSTNUM,DATA_LEN,PPW,SP,IF_TRUNCATED
154288,154273,5672,0,4,-410,934,0
154288,154278,5672,0,4,-634,932,0
154288,154283,5672,0,4,-792,931,0
154288,154288,5672,0,4,-1043,928,0
154308,154293,5673,0,4,-1030,928,0
154308,154298,5673,0,4,-1333,925,0
154308,154303,5673,0,4,-1452,924,0
154308,154308,5673,0,4,-1716,921,0
154328,154313,5674,0,4,-1914,919,0
154328,154318,5674,0,4,-2046,918,0
154328,154323,5674,0,4,-2230,916,0
154328,154328,5674,0,4,-2402,914,0
154347,154333,5675,0,4,-2521,913,0
154347,154338,5675,0,4,-2573,913,0
154347,154342,5675,0,4,-2811,910,0
154347,154347,5675,0,4,-2943,909,0
154367,154352,5676,0,4,-3101,907,0
154367,154357,5676,0,4,-3206,906,0
154367,154362,5676,0,4,-3325,905,0
154367,154367,5676,0,4,-3537,903,0
154387,154372,5677,0,4,-3550,903,0
154387,154377,5677,0,4,-3761,901,0
154387,154382,5677,0,4,-3813,900,0
154387,154387,5677,0,4,-3932,899,0
154407,154392,5678,0,4,-3985,899,0
154407,154397,5678,0,4,-4117,897,0
154407,154402,5678,0,4,-4143,897,0
154407,154407,5678,0,4,-4288,896,0
154426,154412,5679,0,4,-4328,895,0
154426,154417,5679,0,4,-4552,893,0
154426,154421,5679,0,4,-4526,893,0
154426,154426,5679,0,4,-4526,893,0
154446,154431,5680,0,4,-4816,890,0
154446,154436,5680,0,4,-4803,890,0
154446,154441,5680,0,4,-4803,890,0
154446,154446,5680,0,4,-4895,889,0
154467,154451,5681,0,4,-4677,889,0
154467,154456,5681,0,4,-4663,889,0
154467,154462,5681,0,4,-4729,888,0
154467,154467,5681,0,4,-4901,887,0
154486,154472,5682,0,4,-4769,888,0
154486,154477,5682,0,4,-4835,887,0
154486,154481,5682,0,4,-4848,887,0
154486,154486,5682,0,4,-4888,887,0
154506,154491,5683,0,4,-4901,887,0
154506,154496,5683,0,4,-4928,886,0
154506,154501,5683,0,4,-5072,885,0
154506,154506,5683,0,4,-5099,885,0
154526,154511,5684,0,4,-5191,884,0
154526,154516,5684,0,4,-5270,883,0
154526,154521,5684,0,4,-5323,882,0
154526,154526,5684,0,4,-5389,882,0
154550,154531,5685,0,5,-5442,881,0
154550,154536,5685,0,5,-5429,881,0
154550,154540,5685,0,5,-5613,879,0
154550,154545,5685,0,5,-5679,879,0
