DIFFERENTIAL_TIME,PPW
154273,-410
154278,-634
154283,-792
154288,-1043
154293,-1030
154298,-1333
154303,-1452
154308,-1716
154313,-1914
154318,-2046
154323,-2230
154328,-2402
154333,-2521
154338,-2573
154342,-2811
154347,-2943
154352,-3101
154357,-3206
154362,-3325
154367,-3537
154372,-3550
154377,-3761
154382,-3813
154387,-3932
154392,-3985
154397,-4117
154402,-4143
154407,-4288
154412,-4328
154417,-4552
154421,-4526
154426,-4526
154431,-4816
154436,-4803
154441,-4803
154446,-4895
154451,-4677
154456,-4663
154462,-4729
154467,-4901
154472,-4769
154477,-4835
154481,-4848
154486,-4888
154491,-4901
154496,-4928
154501,-5072
154506,-5099
154511,-5191
154516,-5270
154521,-5323
154526,-5389
154531,-5442
154536,-5429
154540,-5613
154545,-5679
154550,-5785
154555,-5811
154560,-5996
154565,-5891
154570,-5851
154575,-5613
154580,-5389
154585,-4941
154590,-4426
154595,-3727
154600,-2777
154604,-1576
154609,-323
154614,956
154619,2487
154624,3991
154629,5429
154634,6616
154639,7975
154645,8991
154650,9535
154655,10208
154660,10814
154664,11224
154669,11487
154674,11632
154679,11698
154684,11672
154689,11593
154694,11514
154699,11435
154704,11197
154709,11078
154714,10775
154719,10603
154724,10366
154729,10128
154734,9812
154739,9601
154743,9126
154748,8928
154753,8624
154758,8281
154763,8057
154768,7833
154773,7542
154778,7305
154783,7107
154788,6698
154793,6276
154798,5959
154802,5656
154807,5128
154812,4745
154817,4389
154822,3927
154827,3518
154832,3096
154837,2674
154843,2331
154848,1571
154853,1202
154858,925
154862,806
154867,648
154872,489
154877,436
154882,450
154887,529
154892,569
154897,674
154902,621
154907,634
154912,661
154917,700
154921,845
154926,779
154931,858
154936,938
154941,991
154946,991
154951,845
154956,819
154961,700
154966,555
154971,423
154976,384
154980,120
154985,-170
154990,-288
154995,-420
155000,-552
155005,-724
155010,-908
155015,-1080
155020,-1265
155025,-1423
155030,-1607
155035,-1885
155040,-2003
155045,-1699
155050,-1791
155055,-1963
155060,-2135
155065,-2240
155070,-2372
155075,-2465
155080,-2583
155085,-2741
155090,-2979
155095,-3006
155100,-3124
155104,-3322
155109,-3348
155114,-3494
155119,-3560
155124,-3599
155129,-3599
155134,-3705
155139,-3705
155144,-3744
155149,-3837
155154,-3876
155159,-3942
155164,-3929
155169,-4101
155174,-4087
155179,-4127
155183,-4312
155188,-4193
155193,-4219
155198,-4298
155203,-4377
155208,-4417
155213,-4470
155218,-4615
155223,-4720
155228,-4734
155233,-4694
155238,-4720
155243,-4695
155248,-4721
155253,-4774
155258,-4919
155263,-4985
155268,-4959
155273,-5130
155278,-5143
155283,-4959
155288,-4906
155293,-4602
155298,-4207
155302,-3732
155307,-3019
155312,-2122
155317,-1040
155322,80
155327,1334
155332,2706
155337,3946
155342,5344
155347,6558
155352,7732
155357,8775
155361,9580
155366,10358
155371,10767
155376,11176
155381,11321
155386,11506
155391,11519
155396,11427
155401,11334
155406,11044
155411,10965
155416,10582
155420,10464
155425,10041
155430,9659
155435,9474
155441,8510
155446,8141
155451,7864
155456,7508
155461,7270
155466,6901
155471,6611
155476,6333
155480,5924
155485,5687
155490,5344
155495,4988
155500,4579
155505,4156
155510,3708
155515,3167
155520,2666
155525,2256
155530,1768
155535,1280
155540,990
155544,581
155549,330
155554,-25
155559,-131
155564,-355
155569,-513
155574,-540
155579,-513
155584,-461
155589,-342
155594,-342
155599,-249
155604,-183
155609,-157
155614,-38
155619,27
155623,93
155628,53
155633,132
155638,-335
155644,-309
155649,-256
155656,-269
155662,-309
155669,-467
155674,-612
155679,-757
155683,-784
155688,-836
155693,-1021
155698,-1166
155703,-1325
155708,-1615
155713,-1707
155718,-1918
155723,-2156
155728,-2367
155733,-2552
155738,-2750
155742,-2934
155747,-3119
155752,-3211
155757,-3422
155762,-3567
155767,-3713
155772,-3924
155777,-4069
155782,-4187
155787,-4359
155792,-4452
155797,-4623
155801,-4728
155806,-4887
155811,-4887
155816,-5006
155821,-5190
155826,-5190
155831,-5309
155836,-4907
155842,-4867
155847,-4999
155852,-5012
155857,-5105
155861,-5224
155866,-5276
155871,-5355
155876,-5303
155881,-5421
155886,-5501
155891,-5527
155896,-5461
155901,-5632
155906,-5646
155911,-5606
155916,-5659
155920,-5751
155925,-5619
155930,-5817
155935,-5830
155940,-5923
155945,-5883
155950,-5923
155955,-6028
155960,-6160
155965,-6147
155970,-6174
155975,-6240
155980,-6068
155984,-5962
155989,-5580
155994,-5144
155999,-4603
156004,-3759
156009,-2888
156014,-1740
156019,-474
156024,818
156029,2296
156034,4127
156039,5552
156044,6818
156049,8138
156054,9167
156059,10169
156064,10803
156069,11476
156074,11793
156079,11924
156084,12056
156089,12241
156094,12056
156099,12030
156104,11911
156109,11779
156114,11621
156119,11291
156123,11067
156128,10961
156133,10710
156138,10460
156143,10222
156148,10038
156153,9668
156158,9352
156163,9088
156168,8771
156173,8547
156178,8243
156182,8006
156187,7768
156192,7373
156197,7122
156202,6765
156207,6475
156212,5961
156217,5525
156222,5090
156227,4615
156232,3728
156237,3319
156242,2923
156247,2515
