TIME,DIFFERENTIAL_TIME,PACKNUM,LOSTNUM,DATA_LEN,PPW,SP,IF_TRUNCATED
65388460,65388445,158669,0,4,-22,1034,0
65388460,65388450,158669,0,4,-8,1034,0
65388460,65388455,158669,0,4,-35,1034,0
65388460,65388460,158669,0,4,-62,1034,0
65388480,65388465,158670,0,4,-35,1034,0
65388480,65388470,158670,0,4,-115,1033,0
65388480,65388475,158670,0,4,-22,1034,0
65388480,65388480,158670,0,4,-274,1032,0
65388500,65388485,158671,0,4,-208,1033,0
65388500,65388490,158671,0,4,-221,1032,0
65388500,65388495,158671,0,4,-261,1032,0
65388500,65388500,158671,0,4,-341,1031,0
65388525,65388505,158672,0,5,-433,1030,0
65388525,65388510,158672,0,5,-513,1029,0
65388525,65388515,158672,0,5,-566,1029,0
65388525,65388520,158672,0,5,-646,1028,0
65388525,65388525,158672,0,5,-752,1027,0
65388544,65388530,158673,0,4,-832,1026,0
65388544,65388535,158673,0,4,-832,1026,0
65388544,65388539,158673,0,4,-964,1025,0
65388544,65388544,158673,0,4,-1097,1024,0
65388564,65388549,158674,0,4,-1177,1023,0
65388564,65388554,158674,0,4,-1283,1022,0
65388564,65388559,158674,0,4,-1310,1021,0
65388564,65388564,158674,0,4,-1349,1021,0
65388584,65388569,158675,0,4,-1588,1019,0
65388584,65388574,158675,0,4,-1482,1020,0
65388584,65388579,158675,0,4,-1642,1018,0
65388584,65388584,158675,0,4,-1774,1017,0
65388604,65388589,158676,0,4,-1788,1017,0
65388604,65388594,158676,0,4,-1881,1016,0
65388604,65388599,158676,0,4,-1828,1016,0
65388604,65388604,158676,0,4,-1973,1015,0
65388624,65388609,158677,0,4,-2093,1014,0
65388624,65388614,158677,0,4,-2159,1013,0
65388624,65388619,158677,0,4,-2093,1013,0
65388624,65388624,158677,0,4,-2226,1012,0
65388644,65388629,158678,0,4,-2266,1011,0
65388644,65388634,158678,0,4,-2200,1012,0
65388644,65388639,158678,0,4,-2292,1011,0
65388644,65388644,158678,0,4,-2346,1011,0
65388664,65388649,158679,0,4,-2372,1010,0
65388664,65388654,158679,0,4,-2359,1010,0
65388664,65388659,158679,0,4,-2545,1009,0
65388664,65388664,158679,0,4,-2465,1009,0
65388683,65388669,158680,0,4,-2465,1009,0
65388683,65388674,158680,0,4,-2558,1008,0
65388683,65388678,158680,0,4,-2598,1008,0
65388683,65388683,158680,0,4,-2611,1008,0
65388703,65388688,158681,0,4,-2664,1007,0
