TIME,DIFFERENTIAL_TIME,PACKNUM,LOSTNUM,DATA_LEN,PPW,SP,IF_TRUNCATED
1116606,1116591,52779,0,4,-2302,840,0
1116606,1116596,52779,0,4,-2210,841,0
1116606,1116601,52779,0,4,-2183,841,0
1116606,1116606,52779,0,4,-2170,841,0
1116626,1116611,52780,0,4,-2065,842,0
1116626,1116616,52780,0,4,-2012,843,0
1116626,1116621,52780,0,4,-2091,842,0
1116626,1116626,52780,0,4,-1933,844,0
1116647,1116631,52781,0,4,-1736,845,0
1116647,1116636,52781,0,4,-1605,846,0
1116647,1116642,52781,0,4,-1578,846,0
1116647,1116647,52781,0,4,-1499,847,0
1116666,1116652,52782,0,4,-1486,847,0
1116666,1116657,52782,0,4,-1354,848,0
1116666,1116661,52782,0,4,-1393,848,0
1116666,1116666,52782,0,4,-1340,849,0
1116686,1116671,52783,0,4,-1314,849,0
1116686,1116676,52783,0,4,-1235,850,0
1116686,1116681,52783,0,4,-1195,850,0
1116686,1116686,52783,0,4,-1064,851,0
1116706,1116691,52784,0,4,-1169,850,0
1116706,1116696,52784,0,4,-1103,851,0
1116706,1116701,52784,0,4,-1090,851,0
1116706,1116706,52784,0,4,-1116,851,0
1116726,1116711,52785,0,4,-1103,851,0
1116726,1116716,52785,0,4,-1116,851,0
1116726,1116721,52785,0,4,-1130,851,0
1116726,1116726,52785,0,4,-985,852,0
1116745,1116731,52786,0,4,-1169,850,0
1116745,1116736,52786,0,4,-1050,851,0
1116745,1116740,52786,0,4,-1064,851,0
1116745,1116745,52786,0,4,-1037,852,0
1116765,1116750,52787,0,4,-1116,851,0
1116765,1116755,52787,0,4,-1169,850,0
1116765,1116760,52787,0,4,-1156,850,0
1116765,1116765,52787,0,4,-1182,850,0
1116785,1116770,52788,0,4,-1222,850,0
1116785,1116775,52788,0,4,-1288,849,0
1116785,1116780,52788,0,4,-1248,849,0
1116785,1116785,52788,0,4,-1261,849,0
1116805,1116790,52789,0,4,-1380,848,0
1116805,1116795,52789,0,4,-1406,848,0
1116805,1116800,52789,0,4,-1314,849,0
1116805,1116805,52789,0,4,-1406,848,0
1116824,1116810,52790,0,4,-1459,847,0
1116824,1116815,52790,0,4,-1446,847,0
1116824,1116819,52790,0,4,-1354,848,0
1116824,1116824,52790,0,4,-1499,847,0
1116845,1116829,52791,0,4,-1227,848,0
1116845,1116834,52791,0,4,-1214,848,0
1116845,1116840,52791,0,4,-1306,847,0
1116845,1116845,52791,0,4,-1293,847,0
1116865,1116850,52792,0,4,-1293,847,0
1116865,1116855,52792,0,4,-1359,847,0
1116865,1116860,52792,0,4,-1293,847,0
1116865,1116865,52792,0,4,-1359,847,0
