TIME,DIFFERENTIAL_TIME,PACKNUM,LOSTNUM,DATA_LEN,PPW,SP,IF_TRUNCATED
545590,545575,25237,0,4,1976,948,0
545590,545580,25237,0,4,1897,947,0
545590,545585,25237,0,4,1805,946,0
545590,545590,25237,0,4,1514,943,0
545609,545595,25238,0,4,1435,943,0
545609,545600,25238,0,4,1184,940,0
545609,545604,25238,0,4,1038,939,0
545609,545609,25238,0,4,827,937,0
545629,545614,25239,0,4,549,934,0
545629,545619,25239,0,4,298,931,0
545629,545624,25239,0,4,113,929,0
545629,545629,25239,0,4,-31,928,0
545649,545634,25240,0,4,-242,926,0
545649,545639,25240,0,4,-428,924,0
545649,545644,25240,0,4,-599,922,0
545649,545649,25240,0,4,-824,920,0
545665,545654,25241,0,3,-930,919,0
545665,545660,25241,0,3,-1062,918,0
545665,545665,25241,0,3,-1509,916,0
545689,545670,25242,0,5,-1628,915,0
545689,545675,25242,0,5,-1826,913,0
545689,545679,25242,0,5,-1840,913,0
545689,545684,25242,0,5,-2025,911,0
545689,545689,25242,0,5,-2117,910,0
545709,545694,25243,0,4,-2329,908,0
545709,545699,25243,0,4,-2474,907,0
545709,545704,25243,0,4,-2500,906,0
545709,545709,25243,0,4,-2685,905,0
545724,545714,25244,0,3,-2844,903,0
545724,545719,25244,0,3,-2870,903,0
545724,545724,25244,0,3,-2963,902,0
545748,545730,25245,0,4,-3227,899,0
545748,545736,25245,0,4,-3188,900,0
545748,545742,25245,0,4,-3293,898,0
545748,545748,25245,0,4,-3412,897,0
545773,545753,25246,0,5,-3478,897,0
545773,545758,25246,0,5,-3558,896,0
545773,545763,25246,0,5,-3571,896,0
545773,545768,25246,0,5,-3624,895,0
545773,545773,25246,0,5,-3716,894,0
545788,545778,25247,0,3,-3862,893,0
545788,545783,25247,0,3,-3901,892,0
545788,545788,25247,0,3,-4020,891,0
545807,545793,25248,0,4,-4047,891,0
545807,545798,25248,0,4,-4047,891,0
545807,545802,25248,0,4,-4165,890,0
545807,545807,25248,0,4,-4152,890,0
545827,545812,25249,0,4,-4258,889,0
545827,545817,25249,0,4,-4390,888,0
545827,545822,25249,0,4,-4351,888,0
545827,545827,25249,0,4,-4589,886,0
545847,545832,25250,0,4,-4760,884,0
545847,545837,25250,0,4,-4774,884,0
545847,545842,25250,0,4,-4998,881,0
545847,545847,25250,0,4,-5038,881,0
545867,545852,25251,0,4,-5025,881,0
545867,545857,25251,0,4,-4998,881,0
545867,545862,25251,0,4,-4117,884,0
545867,545867,25251,0,4,-3866,886,0
545887,545872,25252,0,4,-3377,891,0
545887,545877,25252,0,4,-2544,900,0
545887,545882,25252,0,4,-1804,907,0
545887,545887,25252,0,4,-799,917,0
545907,545892,25253,0,4,389,929,0
545907,545897,25253,0,4,1803,943,0
545907,545902,25253,0,4,3244,958,0
545907,545907,25253,0,4,4526,970,0
545926,545912,25254,0,4,6257,988,0
545926,545917,25254,0,4,7790,1003,0
545926,545921,25254,0,4,9191,1017,0
545926,545926,25254,0,4,10539,1031,0
545951,545931,25255,0,5,11742,1043,0
545951,545936,25255,0,5,12495,1050,0
545951,545941,25255,0,5,13249,1058,0
545951,545946,25255,0,5,13645,1062,0
545951,545951,25255,0,5,14055,1066,0
545966,545956,25256,0,3,14240,1068,0
545966,545961,25256,0,3,14266,1068,0
545966,545966,25256,0,3,14319,1068,0
545985,545971,25257,0,4,14227,1067,0
545985,545976,25257,0,4,14121,1066,0
545985,545980,25257,0,4,14042,1066,0
545985,545985,25257,0,4,13923,1064,0
546005,545990,25258,0,4,13764,1063,0
546005,545995,25258,0,4,13434,1059,0
546005,546000,25258,0,4,13275,1058,0
546005,546005,25258,0,4,12971,1055,0
546025,546010,25259,0,4,12747,1053,0
546025,546015,25259,0,4,12495,1050,0
546025,546020,25259,0,4,12244,1048,0
546025,546025,25259,0,4,11980,1045,0
546045,546030,25260,0,4,11663,1042,0
546045,546035,25260,0,4,11411,1039,0
546045,546040,25260,0,4,11174,1037,0
546045,546045,25260,0,4,10804,1033,0
546065,546050,25261,0,4,10566,1031,0
546065,546055,25261,0,4,10143,1027,0
546065,546060,25261,0,4,9055,1021,0
546065,546065,25261,0,4,8658,1017,0
546085,546070,25262,0,4,8354,1014,0
546085,546075,25262,0,4,7865,1010,0
546085,546080,25262,0,4,7323,1004,0
546085,546085,25262,0,4,6900,1000,0
546109,546090,25263,0,5,6398,995,0
546109,546095,25263,0,5,5909,990,0
546109,546099,25263,0,5,5592,987,0
546109,546104,25263,0,5,5050,981,0
546109,546109,25263,0,5,4601,977,0
546129,546114,25264,0,4,4270,974,0
546129,546119,25264,0,4,3927,970,0
546129,546124,25264,0,4,3649,967,0
546129,546129,25264,0,4,3372,965,0
546149,546134,25265,0,4,3081,962,0
546149,546139,25265,0,4,3055,961,0
546149,546144,25265,0,4,2830,959,0
546149,546149,25265,0,4,2843,959,0
546169,546154,25266,0,4,2671,958,0
546169,546159,25266,0,4,2658,957,0
546169,546164,25266,0,4,2552,956,0
546169,546169,25266,0,4,2658,957,0
546188,546174,25267,0,4,2724,958,0
546188,546179,25267,0,4,2671,958,0
546188,546183,25267,0,4,2777,959,0
546188,546188,25267,0,4,2698,958,0
546208,546193,25268,0,4,2764,959,0
546208,546198,25268,0,4,2856,959,0
546208,546203,25268,0,4,2817,959,0
546208,546208,25268,0,4,2896,960,0
546233,546213,25269,0,5,2856,959,0
546233,546218,25269,0,5,2817,959,0
546233,546223,25269,0,5,2764,959,0
546233,546228,25269,0,5,2631,957,0
546233,546233,25269,0,5,2592,957,0
546247,546238,25270,0,3,2446,955,0
546247,546242,25270,0,3,2341,954,0
546247,546247,25270,0,3,2261,953,0
546268,546252,25271,0,4,2050,951,0
546268,546257,25271,0,4,1508,950,0
546268,546263,25271,0,4,1310,948,0
546268,546268,25271,0,4,1085,946,0
546288,546273,25272,0,4,1006,945,0
546288,546278,25272,0,4,808,943,0
546288,546283,25272,0,4,781,943,0
546288,546288,25272,0,4,583,941,0
546307,546293,25273,0,4,213,937,0
546307,546298,25273,0,4,41,936,0
546307,546302,25273,0,4,-182,933,0
546307,546307,25273,0,4,-222,933,0
546327,546312,25274,0,4,-513,930,0
546327,546317,25274,0,4,-685,928,0
546327,546322,25274,0,4,-817,927,0
546327,546327,25274,0,4,-1015,925,0
546352,546332,25275,0,5,-1227,923,0
546352,546337,25275,0,5,-1438,921,0
546352,546342,25275,0,5,-1610,919,0
546352,546347,25275,0,5,-1755,918,0
546352,546352,25275,0,5,-1795,917,0
546366,546357,25276,0,3,-1901,916,0
546366,546361,25276,0,3,-1940,916,0
546366,546366,25276,0,3,-2086,914,0
546391,546371,25277,0,5,-2204,913,0
546391,546376,25277,0,5,-2323,912,0
546391,546381,25277,0,5,-2508,910,0
546391,546386,25277,0,5,-2627,909,0
546391,546391,25277,0,5,-2760,908,0
546406,546396,25278,0,3,-2839,907,0
546406,546401,25278,0,3,-3024,905,0
546406,546406,25278,0,3,-3103,904,0
546426,546411,25279,0,4,-3235,903,0
546426,546416,25279,0,4,-3182,903,0
546426,546421,25279,0,4,-3328,902,0
546426,546426,25279,0,4,-3420,901,0
546445,546431,25280,0,4,-3460,901,0
546445,546436,25280,0,4,-3632,899,0
546445,546440,25280,0,4,-3698,898,0
546445,546445,25280,0,4,-3751,898,0
546466,546450,25281,0,4,-3738,898,0
546466,546455,25281,0,4,-3672,897,0
546466,546461,25281,0,4,-3698,897,0
546466,546466,25281,0,4,-3764,896,0
546486,546471,25282,0,4,-3883,895,0
546486,546476,25282,0,4,-3949,894,0
546486,546481,25282,0,4,-4002,894,0
546486,546486,25282,0,4,-3976,894,0
546505,546491,25283,0,4,-4174,892,0
546505,546496,25283,0,4,-4267,891,0
546505,546500,25283,0,4,-4346,890,0
546505,546505,25283,0,4,-4425,890,0
546525,546510,25284,0,4,-4689,887,0
546525,546515,25284,0,4,-4703,887,0
546525,546520,25284,0,4,-4888,885,0
546525,546525,25284,0,4,-5033,884,0
546545,546530,25285,0,4,-5086,883,0
546545,546535,25285,0,4,-5007,884,0
546545,546540,25285,0,4,-4861,885,0
546545,546545,25285,0,4,-4663,887,0
546569,546550,25286,0,5,-4333,891,0
546569,546555,25286,0,5,-3738,897,0
546569,546559,25286,0,5,-3117,903,0
546569,546564,25286,0,5,-2377,910,0
546569,546569,25286,0,5,-1412,920,0
546589,546574,25287,0,4,-302,931,0
546589,546579,25287,0,4,953,943,0
546589,546584,25287,0,4,2261,957,0
546589,546589,25287,0,4,3821,972,0
546609,546594,25288,0,4,5301,987,0
546609,546599,25288,0,4,6768,1002,0
546609,546604,25288,0,4,8156,1015,0
546609,546609,25288,0,4,9425,1028,0
546628,546614,25289,0,4,10561,1040,0
546628,546619,25289,0,4,11381,1048,0
546628,546623,25289,0,4,12081,1055,0
546628,546628,25289,0,4,12610,1060,0
546648,546633,25290,0,4,12927,1063,0
546648,546638,25290,0,4,13165,1066,0
546648,546643,25290,0,4,13099,1065,0
546648,546648,25290,0,4,13165,1066,0
546669,546653,25291,0,4,12457,1064,0
546669,546658,25291,0,4,12391,1063,0
546669,546664,25291,0,4,12140,1061,0
546669,546669,25291,0,4,11915,1059,0
546688,546674,25292,0,4,11664,1056,0
546688,546679,25292,0,4,11439,1054,0
546688,546683,25292,0,4,11241,1052,0
546688,546688,25292,0,4,10779,1047,0
546708,546693,25293,0,4,10541,1045,0
546708,546698,25293,0,4,10210,1042,0
546708,546703,25293,0,4,9814,1038,0
546708,546708,25293,0,4,9523,1035,0
546728,546713,25294,0,4,9113,1031,0
546728,546718,25294,0,4,8730,1027,0
546728,546723,25294,0,4,8479,1024,0
546728,546728,25294,0,4,8149,1021,0
546747,546733,25295,0,4,7792,1017,0
546747,546738,25295,0,4,7395,1013,0
546747,546742,25295,0,4,7052,1010,0
546747,546747,25295,0,4,6721,1007,0
546767,546752,25296,0,4,6351,1003,0
546767,546757,25296,0,4,5849,998,0
546767,546762,25296,0,4,5241,992,0
546767,546767,25296,0,4,4911,989,0
546787,546772,25297,0,4,4303,982,0
546787,546777,25297,0,4,3946,979,0
546787,546782,25297,0,4,3417,974,0
546787,546787,25297,0,4,3219,972,0
546806,546792,25298,0,4,2809,967,0
546806,546797,25298,0,4,2558,965,0
546806,546801,25298,0,4,2201,961,0
546806,546806,25298,0,4,2003,959,0
546826,546811,25299,0,4,1765,957,0
546826,546816,25299,0,4,1633,956,0
546826,546821,25299,0,4,1435,954,0
546826,546826,25299,0,4,1382,953,0
546846,546831,25300,0,4,1303,952,0
546846,546836,25300,0,4,1316,953,0
546846,546841,25300,0,4,1316,953,0
546846,546846,25300,0,4,1276,952,0
546867,546851,25301,0,4,1044,952,0
546867,546856,25301,0,4,1229,954,0
546867,546862,25301,0,4,1256,954,0
546867,546867,25301,0,4,1335,955,0
546886,546872,25302,0,4,1415,956,0
546886,546877,25302,0,4,1480,957,0
546886,546881,25302,0,4,1428,956,0
546886,546886,25302,0,4,1480,957,0
546911,546891,25303,0,5,1335,955,0
546911,546896,25303,0,5,1361,955,0
546911,546901,25303,0,5,1243,954,0
546911,546906,25303,0,5,1097,953,0
546911,546911,25303,0,5,939,951,0
546926,546916,25304,0,3,1018,952,0
546926,546921,25304,0,3,780,950,0
546926,546926,25304,0,3,727,949,0
546945,546931,25305,0,4,674,948,0
546945,546936,25305,0,4,502,947,0
