DIFFERENTIAL_TIME,PPW
1116591,-2302
1116596,-2210
1116601,-2183
1116606,-2170
1116611,-2065
1116616,-2012
1116621,-2091
1116626,-1933
1116631,-1736
1116636,-1605
1116642,-1578
1116647,-1499
1116652,-1486
1116657,-1354
1116661,-1393
1116666,-1340
1116671,-1314
1116676,-1235
1116681,-1195
1116686,-1064
1116691,-1169
1116696,-1103
1116701,-1090
1116706,-1116
1116711,-1103
1116716,-1116
1116721,-1130
1116726,-985
1116731,-1169
1116736,-1050
1116740,-1064
1116745,-1037
1116750,-1116
1116755,-1169
1116760,-1156
1116765,-1182
1116770,-1222
1116775,-1288
1116780,-1248
1116785,-1261
1116790,-1380
1116795,-1406
1116800,-1314
1116805,-1406
1116810,-1459
1116815,-1446
1116819,-1354
1116824,-1499
1116829,-1227
1116834,-1214
1116840,-1306
1116845,-1293
1116850,-1293
1116855,-1359
1116860,-1293
1116865,-1359
1116870,-1399
1116875,-1359
1116880,-1386
1116885,-1333
1116890,-1373
1116895,-1465
1116899,-1465
1116904,-1412
1116909,-1412
1116914,-1373
1116919,-1465
1116924,-1399
1116929,-1399
1116934,-1439
1116939,-1399
1116944,-1293
1116949,-1359
1116954,-1293
1116959,-1346
1116964,-1280
1116969,-1412
1116974,-1306
1116978,-1359
1116983,-1373
1116988,-1465
1116993,-1425
1116998,-1504
1117003,-1452
1117008,-1570
1117013,-1531
1117018,-1597
1117023,-1597
1117028,-1475
1117033,-1515
1117039,-1475
1117044,-1554
1117049,-1607
1117054,-1528
1117058,-1502
1117063,-1660
1117068,-1607
1117073,-1581
1117078,-1739
1117083,-1647
1117088,-1699
1117093,-1699
1117098,-1779
1117103,-1699
1117108,-1647
1117113,-1779
1117117,-1620
1117122,-1726
1117127,-1673
1117132,-1726
1117137,-1673
1117142,-1765
1117147,-1765
1117152,-1779
1117157,-1739
1117162,-1792
1117167,-1779
1117172,-1752
1117177,-1805
1117182,-1818
1117187,-1739
1117192,-1818
1117197,-1924
1117201,-1963
1117206,-1937
1117211,-1911
1117216,-1884
1117222,-1937
1117227,-1804
1117232,-1738
1117237,-1751
1117242,-1593
1117247,-1514
1117252,-1501
1117257,-1395
1117262,-1329
1117267,-1263
1117272,-1263
1117277,-1184
1117281,-933
1117286,-854
1117291,-683
1117296,-537
1117301,-590
1117306,-353
1117311,-379
1117316,-287
1117321,-168
1117326,-102
1117331,-142
1117336,-62
1117341,-23
1117346,3
1117351,-89
1117356,-62
1117360,-36
1117365,3
1117370,121
1117375,82
1117380,-23
1117385,29
1117390,42
1117395,-10
1117400,-36
1117405,42
1117410,-36
1117415,42
1117421,-102
1117426,172
1117431,172
1117436,67
1117440,120
1117445,27
1117450,41
1117455,67
1117460,-38
1117465,-38
1117470,-183
1117475,-130
1117480,-183
1117485,-222
1117490,-302
1117495,-302
1117500,-288
1117505,-354
1117510,-381
1117515,-407
1117519,-499
1117524,-420
1117529,-407
1117534,-420
1117539,-394
1117544,-367
1117549,-328
1117554,-433
1117559,-420
1117564,-328
1117569,-381
1117574,-341
1117579,-447
1117584,-407
1117589,-433
1117594,-420
1117598,-473
1117603,-592
1117608,-658
1117613,-565
1117619,-711
1117624,-613
1117629,-640
1117634,-640
1117639,-560
1117644,-547
1117649,-626
1117654,-758
1117659,-679
1117664,-719
1117669,-772
1117674,-798
1117678,-864
1117683,-811
1117688,-811
1117693,-890
1117698,-758
1117703,-890
1117708,-943
1117713,-838
1117718,-890
1117723,-930
1117728,-956
1117733,-1075
1117737,-1101
1117742,-1009
1117747,-1114
1117752,-1180
1117757,-1194
1117762,-1247
1117767,-1286
1117772,-1207
1117777,-1273
1117782,-1392
1117787,-1379
1117792,-1365
1117797,-1392
1117802,-1471
1117807,-1444
1117812,-1418
1117818,-1471
1117823,-1430
1117828,-1456
1117833,-1535
1117837,-1456
1117842,-1575
1117847,-1470
1117852,-1443
1117857,-1509
1117862,-1575
1117867,-1628
1117872,-1575
1117877,-1694
1117882,-1667
1117887,-1588
1117892,-1601
1117897,-1575
1117901,-1549
1117906,-1535
1117911,-1443
1117916,-1285
1117921,-1140
1117926,-1153
1117931,-955
1117936,-823
1117941,-810
1117946,-678
1117951,-678
1117956,-506
1117961,-480
1117966,-454
1117971,-361
1117976,-282
1117980,-269
1117985,-216
1117990,-216
1117995,-163
1118000,-111
1118005,-84
1118010,-137
1118015,-177
1118021,-116
1118026,-169
1118031,-116
1118036,-129
1118041,-182
1118046,-288
1118051,-155
1118056,-222
1118060,-261
1118065,-248
1118070,-367
1118075,-340
1118080,-354
1118085,-406
1118090,-406
1118095,-419
1118100,-406
1118105,-406
1118110,-406
1118115,-459
1118120,-525
1118125,-591
1118130,-617
1118135,-617
1118139,-736
1118144,-776
1118149,-894
1118154,-802
1118159,-749
1118164,-829
1118169,-894
1118174,-802
1118179,-960
1118184,-921
1118189,-921
1118194,-974
1118199,-974
1118204,-947
1118209,-947
1118214,-960
1118219,-998
1118224,-932
1118229,-932
1118234,-984
1118239,-998
1118244,-998
1118249,-984
1118254,-998
1118259,-984
1118264,-1064
1118269,-1077
1118274,-1037
1118279,-1024
1118284,-945
1118289,-945
1118294,-1090
1118298,-1064
1118303,-1090
1118308,-1117
1118313,-1182
1118318,-1156
1118323,-1103
1118328,-1156
1118333,-1288
1118338,-1235
1118343,-1209
1118348,-1222
1118353,-1248
1118358,-1341
1118363,-1393
1118368,-1314
1118373,-1235
1118377,-1327
1118382,-1354
1118387,-1275
1118392,-1380
1118397,-1380
1118402,-1367
1118407,-1459
1118412,-1393
1118418,-1242
1118423,-1281
1118428,-1347
1118433,-1242
1118438,-1360
1118443,-1334
1118448,-1281
1118453,-1374
1118457,-1387
1118462,-1413
1118467,-1413
1118472,-1453
1118477,-1400
1118482,-1413
1118487,-1492
1118492,-1413
1118497,-1479
1118502,-1492
1118507,-1466
1118512,-1453
1118517,-1387
1118521,-1545
1118526,-1505
1118531,-1453
1118536,-1532
1118541,-1492
1118546,-1466
1118551,-1453
1118556,-1281
1118561,-1163
1118566,-1084
1118571,-991
1118576,-951
1118581,-899
1118586,-754
1118591,-688
1118596,-556
1118600,-424
1118605,-397
1118610,-213
1118615,-222
1118621,-222
1118626,-130
1118631,-209
1118636,-130
1118641,-90
1118646,-182
1118651,-130
1118656,-156
1118661,-130
1118666,-222
1118671,-222
1118676,-327
1118680,-209
1118685,-209
1118690,-314
1118695,-288
1118700,-367
1118705,-354
1118710,-341
1118715,-261
1118720,-301
1118725,-327
1118730,-341
1118735,-407
1118740,-472
1118745,-552
1118750,-512
1118755,-486
1118759,-671
1118764,-657
1118769,-710
1118774,-816
1118779,-842
1118784,-921
1118789,-1040
1118794,-1000
1118799,-987
1118804,-987
1118809,-974
1118814,-1022
1118820,-969
1118825,-969
1118830,-996
1118835,-1062
1118839,-1035
1118844,-983
1118849,-996
1118854,-996
1118859,-1048
1118864,-1022
1118869,-1062
1118874,-1009
1118879,-1062
1118884,-1207
1118889,-1167
1118894,-1088
1118899,-1207
1118904,-1312
1118909,-1233
1118914,-1167
1118918,-1220
1118923,-1233
1118928,-1286
1118933,-1378
1118938,-1352
1118943,-1339
1118948,-1352
1118953,-1471
1118958,-1391
1118963,-1497
1118968,-1431
1118973,-1418
1118978,-1418
1118983,-1576
1118988,-1405
1118993,-1590
1118998,-1510
1119002,-1550
1119007,-1523
1119012,-1509
1119018,-1469
1119023,-1588
1119028,-1509
